Source,Venue Name,Street Address 1,Suburb,State,Postcode,Full Address,LGA,Metro / Regional,M/OM/R,Tourism Area,Contact Person First Name,Contact Person Surname,Contact Person Email,Contact Person Phone,General Email,General Phone,Website,Role,Venue Capacity,Venue Size,Venue Subdivision (as per APRA),Live,DJ,Venue Category,MV Determined Performance Type,Licence Type,Trading Hours,Frequency of Music Presentation,Presentation Classification,Booker,Sound Engineer,Cover Charge,Artist Payment,As per NSW definitions,As per UK definitions,Grouping,Group Definition,ABN,GST,TAGS,Lat,Long,GLat,GLong,Geocode Latitude,Geocode Longitude
VLMVA,St Anne's Vineyard Myrniong,64 Garrards Lane,Myrniong,VIC,3341.0,64 Garrards Lane Myrniong VIC 3341 ,Moorabool Shire Council,Regional,Regional,Daylesford and Macedon Ranges,,,,,,,https://www.stanneswinery.com.au,Venue,No Data,No Data,,,,Under 500,,Producer's Licence,Producer's Licence,1 or more a week,Regular presenters: Hosting one gig per week,No,"No, required to be supplied by act/performers",,,,,Group C,Group C – Venues hosting 1 or more gig per month,36 525 980 912,Yes,Venues,-37.6162664,144.3266549,-37.819759,144.9569346,-37.819759,144.9569346
VLMVA,St Anne's Vineyard Ravenswood,3 Belvoir Park Rd,Ravenswood,VIC,3453.0,3 Belvoir Park Rd Ravenswood VIC 3453 ,Greater Bendigo City Council,Regional,Regional,Goldfields,McLean,angus@stanneswinery.com.au,61400823625,,Angus@stanneswinery.com.au,,,Venue,680,Medium,,,,500+,,General Licence,Trading to 1am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-36.86110606,144.2190683,-37.8045796,144.9015532,-37.8045796,144.9015532
VLMVA,St Arnaud Bowling Club,Wycheproof Road,St Arnaud,VIC,3478.0,Wycheproof Road St Arnaud VIC 3478 ,Northern Grampians Shire Council,Regional,Regional,Grampians,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-36.582012,143.242392,-37.0555464,142.7815245,-37.0555464,142.7815245
VLMVA,St Arnaud Country Club,3-7 Melbourne Rd,St Arnaud,VIC,3478.0,3-7 Melbourne Rd St Arnaud VIC 3478 ,Northern Grampians Shire Council,Regional,Regional,Grampians,,,,,,,,Venue,50,Small,,,,Under 500,,General Licence,Ordinary Trading Hours,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.62269235,143.2649525,-37.8987733,145.2175021,-37.8987733,145.2175021
VLMVA,St Arnaud RSL Sub-Branch,Off Millett Street,St Arnaud,VIC,3478.0,Off Millett Street St Arnaud VIC 3478 ,Northern Grampians Shire Council,Regional,Regional,Grampians,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.619726,143.2602135,-37.0629785,142.7877478,-37.0629785,142.7877478
VLMVA,St Arnaud Sporting Club,6 Raglan Street,St Arnaud,VIC,3478.0,6 Raglan Street St Arnaud VIC 3478 ,Northern Grampians Shire Council,Regional,Regional,Grampians,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.61537175,143.2553721,-37.7743822,144.9606172,-37.7743822,144.9606172
VLMVA,St Falls Resort,17 Bogong High Plains Road,Falls Creek,VIC,3699.0,17 Bogong High Plains Road Falls Creek VIC 3699 ,Alpine Shire Council,Regional,Regional,High Country,,,,,,,,Venue,622,Medium,,,,500+,,On-Premises Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.86254269,147.2788328,-37.729716,145.016136,-37.729716,145.016136
APRA,St Huberts,1/3 St Huberts Rd,Coldstream,VIC,3770.0,1/3 St Huberts Rd Coldstream VIC 3770 ,Yarra Ranges Shire Council,Regional,Outer Metro,Yarra Valley and Dandenong Ranges,,,,,,,,Venue,No Data,No Data,Wineries or Vineyards,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,.,.,-37.8635368,144.9027593,-37.8635368,144.9027593
VLMVA,St James Bar & Nightclub,First Floor 5 & 11A James Street,Geelong,VIC,3220.0,First Floor 5 & 11A James Street Geelong VIC 3220 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,,,,,hello@stjamesnightclub.com.au,,https://www.stjamesnightclub.com.au/,Venue,375,Medium,,,,Under 500,,Late-Night (On-Premises) Licence,Trading to 7am,3 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.14838399,144.3588702,-36.7580461,144.281918,-36.7580461,144.281918
VLMVA,St Kilda Army & Navy Club,Memorial Hall 88 Acland Street,St Kilda,VIC,3182.0,Memorial Hall 88 Acland Street St Kilda VIC 3182 ,Port Phillip City Council,Metro,Metro,Melbourne,,,,,info@skanc.com.au,+61 3 9534 2348,www.skanc.com.au,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.8674151,144.9790878,-36.7563642,144.2852782,-36.7563642,144.2852782
VLMVA,St Kilda Cellars,45 Fitzroy Street,St Kilda,VIC,3182.0,45 Fitzroy Street St Kilda VIC 3182 ,Port Phillip City Council,Metro,Metro,Melbourne,,,,,damian@stkildacellars.com,+61 3 9534 8479,,Venue,24,Small,,,,Under 500,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.86158074,144.9750035,-38.030862,145.345723,-38.030862,145.345723
VLMVA,St Kilda Saints Football Club,32-64 Linton Street,Moorabbin,VIC,3189.0,32-64 Linton Street Moorabbin VIC 3189 ,Kingston City Council,Metro,Metro,Melbourne,,,,,,,,Venue,400,Medium,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.93649749,145.0428439,-37.8046086,144.9910245,-37.8046086,144.9910245
VLMVA,St Kilda Sports Club,66 Fitzroy Street,St Kilda,VIC,3182.0,66 Fitzroy Street St Kilda VIC 3182 ,Port Phillip City Council,Metro,Metro,Melbourne,Birch,businessmanager@stkildasportsclub.com.au,61448457254,,businessmanager@stkildasportsclub.com.au,0448 457 254,https://stkildasportsclub.com.au,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,2 or more a month,Occasional presenters: Hosting fewer than one gig per week but more than one per month,"Yes, but it is an unpaid role","Yes, and it is a paid stand alone role",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,98 364 706 707,Yes,Venues,-37.85873002,144.9779794,-37.6915258,145.4085694,-37.6915258,145.4085694
VLMVA,St Leonards Bowling Club,Main Road,St Leonards,VIC,3223.0,Main Road St Leonards VIC 3223 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group C,Group C – Venues hosting 1 or more gig per month,,,Venues,-38.1748463,144.7103521,-37.81117,144.9668331,-37.81117,144.9668331
VLMVA,St Leonards By The Sea Hotel / Motel,The Esplanade,St Leonards,VIC,3223.0,The Esplanade St Leonards VIC 3223 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,535,Medium,,,,500+,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.17052389,144.7180824,-37.7146358,145.0593469,-37.7146358,145.0593469
VLMVA,St Leonards Hotel,496 The Esplanade,St Leonards,VIC,3223.0,496 The Esplanade St Leonards VIC 3223 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,Dowell,info@stleonardshotel.com.au,,,info.stleonardshotel@gmail.com,0402 225 226,https://stleonardsbythesea.com.au/,Venue,535,Medium,Hotel,Live,0,500+,,No Data,No Data,1 or more a week,Regular presenters: Hosting one gig per week,"Yes, but it is an unpaid role","No, required to be supplied by act/performers",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,71 641 447 578,Yes,Venues,.,.,-37.7345848,144.921983,-37.7345848,144.921983
VLMVA,St. Georges Workers Club,212 Pakington Street,Geelong West,VIC,3218.0,212 Pakington Street Geelong West VIC 3218 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-38.14250935,144.3482051,-37.727846,144.920757,-37.727846,144.920757
VLMVA,St. Lords,3 West Fyans Street,Newtown,VIC,3220.0,3 West Fyans Street Newtown VIC 3220 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,500,Medium,,,,500+,,Late-Night (General) Licence,Trading to 5am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.16026392,144.3495344,-37.8280917,144.949413,-37.8280917,144.949413
VLMVA,Stag Hotel Learmonth,428-440 High Street,Learmonth,VIC,3352.0,428-440 High Street Learmonth VIC 3352 ,Ballarat City Council,Regional,Regional,Goldfields,,,,,,,,Venue,68,Small,Hotel,Live,,Under 500,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.42012635,143.7135937,-37.8112942,144.9591983,-37.8112942,144.9591983
VLMVA,Stagger Lee's,276 Brunswick St,Fitzroy,VIC,3065.0,276 Brunswick St Fitzroy VIC 3065 ,Yarra City Council,Metro,Metro,Melbourne,,,,,,,,Venue,50,Small,,,,Under 500,,On-Premises Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.79890269,144.9786022,-37.4369359,143.3819943,-37.4369359,143.3819943
APRA,Stamford Hotel,Cnr Stud & Wellington Rds,Rowville,VIC,3178.0,Cnr Stud & Wellington Rds Rowville VIC 3178 ,Knox City Council,Metro,Outer Metro,Melbourne,,,,,,,,Venue,2080,Large,Hotel,Live,,500+,,Late-Night (General) Licence,Trading 24 hours,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.9268895,145.2321544,-38.0393045,141.9795363,-38.0393045,141.9795363
VLMVA,Star Bar,27A Grey Street,Traralgon,VIC,3844.0,27A Grey Street Traralgon VIC 3844 ,Latrobe City Council,Regional,Regional,Gippsland,,,,,jvbar@bigpond.net.au,+61 3 5176 2064,https://www.starbartraralgon.com/,Venue,No Data,No Data,Bar,,DJ,Under 500,,On-Premises Licence,Trading to 1am,2 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.193219,146.539546,-37.7983041,144.9765237,-37.7983041,144.9765237
VLMVA,Star Hotel Bright,91 Great Alpine Road,Bright,VIC,3741.0,91 Great Alpine Road Bright VIC 3741 ,Alpine Shire Council,Regional,Regional,High Country,,,,,info@starhotelbright.com.au,+61 3 5755 1277,https://www.starhotelbright.com.au,Venue,600,Medium,,,,500+,,General Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-36.35870615,146.686504,-37.6924358,144.7435795,-37.6924358,144.7435795
VLMVA,Star Hotel Echuca,45 Murray Esplanade,Echuca,VIC,3564.0,45 Murray Esplanade Echuca VIC 3564 ,Campaspe Shire Council,Regional,Regional,Murray,Jarman,info@starhotelechuca.com.au,61418825871,,info@starhotelechuca.com.au,03 5480 1181,https://starhotelechuca.com.au,Venue,406,Medium,Hotel,Live,,Under 500,,On-Premises Licence,Trading to 1am,2 or more a month,Occasional presenters: Hosting fewer than one gig per week but more than one per month,No,"No, required to be supplied by act/performers",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,44 872 667 066,Yes,Venues,-36.12085965,144.7465129,-37.7255555,145.0272134,-37.7255555,145.0272134
APRA,Star Hotel Rutherglen,105 Main Street,Rutherglen,VIC,3685.0,105 Main Street Rutherglen VIC 3685 ,Indigo Shire Council,Regional,Regional,High Country,,,,,,,,Venue,579,Medium,Hotel,Live,,500+,,General Licence,Trading to 1am,No Data,No Data,,,,,,,Group C,Group C – Venues hosting 1 or more gig per month,,,Venues,-36.05406323,146.460138,-36.8651603,147.2763113,-36.8651603,147.2763113
VLMVA,The Star Hotel Sale,173 Raymond Street,Sale,VIC,3850.0,173 Raymond Street Sale VIC 3850 ,Wellington Shire Council,Regional,Regional,Gippsland,Green,jeremy@starhotelsale.com.au,,,jeremy@starhotelsale.com.au,0409 850 202,https://www.starhotelsale.com.au/,Venue,400,Medium,Hotel,Live,,Under 500,,General Licence,Trading to 1am,2 or more a week,Dedicated presenters: More than 1 a week,No,"No, required to be supplied by act/performers",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,13 612 757 561,Yes,Venues,-38.10900136,147.065486,-37.5286805,144.6875231,-37.5286805,144.6875231
VLMVA,Star Hotel Yackandandah,30 High Street,Yackandandah,VIC,3749.0,30 High Street Yackandandah VIC 3749 ,Indigo Shire Council,Regional,Regional,High Country,,,,,social@starhotelyack.com.au,+61 2 6027 1493,https://www.starhotelyack.com.au,Venue,732,Medium,Hotel,Live,,500+,,General Licence,Trading to 1am,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-36.31328403,146.8385929,-37.5746428,144.7226694,-37.5746428,144.7226694
VLMVA,Star of the West Hotel,76 Sackville Street,Port Fairy,VIC,3284.0,76 Sackville Street Port Fairy VIC 3284 ,Moyne Shire Council,Regional,Regional,Great Ocean Road,Lumley,sclumley@bigpond.com,61423522209,,sclumley@bigpond.com,0423 522 209,https://starofthewesthotel.com.au,Venue,220,Small,Bar,Live,0,Under 500,,General Licence,Trading to 1am,1 or more a week,Regular presenters: Hosting one gig per week,"Yes, and it is a paid role","Yes, and it is a paid role",,,,,Group B,Group B – Venues hosting 1 or more gig per week,28 622 335 862,Yes,Venues,-38.3833692,142.2338525,-36.276662,145.2205661,-36.276662,145.2205661
VLMVA,Starglen Lodge,211 Star Of The Glen Road,Bonnie Doon,VIC,3720.0,211 Star Of The Glen Road Bonnie Doon VIC 3720 ,Mansfield Shire Council,Regional,Regional,High Country,,,,,STARGLENLODGE@GMAIL.COM,+61 458 560 320,https://www.starglen.com.au,Venue,221,Small,,,,Under 500,,General Licence,Ordinary Trading Hours,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.05261715,146.0892653,-37.8260082,144.9993702,-37.8260082,144.9993702
APRA,Starward Whisky Distillery & Bar,50 Bertie St,Port Melbourne,VIC,3207.0,50 Bertie St Port Melbourne VIC 3207 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,,,,Venue,300,Medium,Bar,Live,,Under 500,,No Data,Trading to 1am,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.82905591,144.9382934,-37.7790339,144.8244103,-37.7790339,144.8244103
VLMVA,State Of Grace Est. 2013,Basement Level 27-31 King Street,Melbourne,VIC,3000.0,Basement Level 27-31 King Street Melbourne VIC 3000 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,info@stateofgracemelbourne.com.au,+61 3 8563 0020,https://stateofgracemelbourne.com.au/links,Venue,200,Small,,,,Under 500,,On-Premises Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.81974364,144.9569879,-37.816485,145.226351,-37.816485,145.226351
VLMVA,Station Hotel,59 Napier Street,Footscray,VIC,3011.0,59 Napier Street Footscray VIC 3011 ,Maribyrnong City Council,Metro,Metro,Melbourne,,,,,info@thestationhotel.com.au,+61 3 9810 0085,https://thestationhotel.com.au/,Venue,536,Medium,,,,500+,,General Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.80464987,144.9017712,-37.7869052,144.8375882,-37.7869052,144.8375882
VLMVA,Stawell Club,133-137 Main Street,Stawell,VIC,3380.0,133-137 Main Street Stawell VIC 3380 ,Northern Grampians Shire Council,Regional,Regional,Grampians,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.05554643,142.7815245,-37.870394,144.981155,-37.870394,144.981155
VLMVA,Stawell Golf Club,Marnoo Road,Stawell,VIC,3380.0,Marnoo Road Stawell VIC 3380 ,Northern Grampians Shire Council,Regional,Regional,Grampians,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.035947,142.783404,-37.5760208,145.4131208,-37.5760208,145.4131208
